	1	2	3	4	5	6	7	8	9
11337	42	5	1	8	3	0	0	0	26
11338	11	13	3	14	0	5	0	0	0
11339	5	4	5	7	0	8	0	0	0
11340	8	0	8	2	0	0	8	0	0
11341	10	18	0	0	0	0	0	10	0
11342	5	5	5	0	2	0	0	0	0
11343	10	0	0	3	21	0	0	0	0
11344	22	4	0	2	0	1	0	0	19
11345	16	6	15	5	0	0	2	0	0
11346	7	4	5	3	0	3	0	0	0
11347	6	9	1	0	0	0	0	0	0
11348	10	1	2	0	3	0	0	0	1
11349	11	12	3	1	0	0	0	9	0
11350	7	3	2	0	7	0	0	0	0
11351	14	1	3	1	0	0	5	0	0
11352	8	4	0	0	1	0	3	0	6
11353	6	14	0	0	0	0	0	11	0
11354	1	6	1	0	1	0	2	0	0
11355	7	2	0	0	1	0	0	3	0
11356	10	9	2	1	0	0	1	5	0
11357	7	4	0	0	0	0	0	0	1
11358	12	1	0	1	0	0	0	2	3
11359	16	7	3	9	4	0	0	0	0
11360	13	11	0	9	0	0	0	2	0
11361	13	5	0	0	0	0	0	8	0
11362	6	3	13	4	0	0	0	0	0
11363	6	4	11	0	2	0	1	0	0
11364	9	5	2	0	0	2	0	0	2
11365	4	2	2	1	14	0	0	0	0
11366	14	7	16	0	1	0	9	0	0
11367	15	4	14	12	0	0	2	0	0
11368	20	5	0	0	0	3	0	1	2
11369	15	2	4	4	3	2	0	0	0
11370	16	0	2	1	1	0	0	0	7
11371	9	4	11	0	0	0	7	0	0
11372	11	1	3	2	0	1	0	0	0
11373	6	3	0	9	0	8	0	0	0
11374	6	5	10	0	3	0	1	0	0
11375	10	0	0	0	0	0	0	2	3
11376	8	4	18	0	0	0	16	0	0
11377	10	5	6	0	0	0	0	0	0
11378	5	3	10	1	2	0	9	0	0
11379	27	10	9	2	0	0	0	0	12
11380	7	0	1	3	0	0	0	0	0
11381	6	2	4	17	0	25	0	0	0
11382	8	3	1	1	2	0	0	0	0
11383	8	3	9	0	0	0	6	0	0
11384	11	3	8	9	0	0	0	0	0
11385	10	2	2	5	0	7	0	0	0
11386	5	5	0	0	17	0	0	0	0
11387	1	27	0	3	0	0	0	14	0
11388	8	6	5	0	3	0	1	0	0
11389	8	2	0	0	0	0	0	5	0
11390	11	4	3	0	0	5	0	0	1
11391	6	0	1	0	0	1	0	0	0
11392	9	4	2	7	0	5	0	0	0
11393	7	4	0	2	0	0	0	0	0
11394	4	2	0	0	0	0	0	0	0
11395	4	2	0	3	0	0	0	0	0
11396	10	2	4	9	5	6	0	0	0
11397	11	5	4	4	1	1	0	0	0
11398	4	0	0	5	1	4	0	0	0
11399	10	1	2	3	0	5	0	0	0
11400	21	2	7	3	2	0	0	0	8
11401	8	4	2	9	0	7	0	0	0
11402	12	2	7	0	0	0	2	0	0
11403	12	5	0	0	0	7	3	0	1
11404	23	8	0	2	0	0	6	0	5
11405	4	1	6	0	2	0	5	0	0
11406	9	2	27	0	0	3	29	0	0
11407	3	1	4	0	0	0	3	0	0
11408	6	0	11	0	0	0	2	0	0
11409	8	3	3	2	8	0	0	0	0
11410	5	3	2	19	0	14	0	0	0
11411	9	3	8	0	7	0	6	0	0
11412	11	6	9	13	1	19	0	0	0
11413	6	1	1	1	0	0	0	0	2
11414	4	7	5	0	37	0	0	0	0
11415	18	0	3	5	0	0	0	0	7
11416	7	2	12	0	1	0	1	0	0
11417	5	0	3	0	0	1	0	0	0
11418	8	10	1	4	0	8	0	0	0
11419	6	2	17	0	0	0	15	0	0
11420	11	0	2	8	5	0	0	0	0
11421	12	1	0	0	2	1	3	2	0
11422	3	0	2	2	0	0	0	0	0
11423	33	2	3	0	8	5	0	0	14
11424	23	2	1	9	2	0	0	0	4
11425	4	5	6	0	4	0	5	0	0
11426	4	1	1	6	0	2	0	0	0
11427	3	11	0	0	0	0	0	1	0
11428	10	1	1	2	33	0	0	0	0
11429	5	5	2	0	0	0	0	3	0
11430	4	2	13	0	0	4	6	0	0
11431	11	3	2	2	0	3	0	0	0
11432	3	4	12	0	0	0	14	0	0
11433	12	20	0	0	1	0	11	16	0
11434	4	3	1	3	3	0	0	0	0
11435	29	0	3	0	1	1	0	0	14
11436	6	1	2	4	0	1	0	0	0
11437	5	6	0	4	0	13	0	0	0
11438	10	1	0	0	0	0	1	0	8
11439	8	2	0	0	0	0	2	0	0
11440	12	0	2	0	0	5	0	0	3
11441	12	2	12	6	0	0	4	0	0
11442	4	9	2	0	0	0	0	4	0
11443	10	3	5	0	0	0	3	0	0
11444	4	10	0	1	0	0	0	2	0
11445	7	5	9	0	0	0	4	0	0
11446	5	15	3	0	3	0	5	0	0
11447	15	6	9	1	0	0	0	0	0
11448	10	2	10	0	0	0	8	0	0
11449	9	8	16	4	0	0	2	0	0
11450	11	2	0	1	0	1	0	1	0
11451	14	2	1	4	0	1	0	0	0
11452	2	5	8	4	0	0	0	0	0
11453	16	19	2	1	0	0	0	11	0
11454	8	2	1	0	0	2	0	0	1
11455	5	0	0	1	1	0	0	0	0
11456	5	3	0	0	0	0	0	0	0
11457	10	6	1	12	0	4	0	0	0
11458	9	1	2	0	14	0	0	0	0
11459	16	8	0	0	3	0	0	6	0
11460	19	6	0	0	0	0	0	0	9
11461	7	2	6	0	0	0	5	0	0
11462	9	5	0	2	0	0	0	0	0
11463	11	11	0	0	1	0	7	0	0
11464	11	3	12	0	0	1	1	0	0
11465	3	2	2	0	0	0	0	0	0
11466	10	13	8	3	1	0	0	8	0
11467	10	3	11	0	0	0	5	0	0
11468	16	3	0	3	0	0	0	1	8
11469	8	4	8	0	1	0	3	0	0
11470	11	1	5	8	7	0	0	0	4
11471	8	4	0	6	1	12	0	0	0
11472	7	3	9	9	0	2	0	0	0
11473	9	2	1	0	0	0	0	0	0
11474	7	3	3	7	0	12	0	0	0
11475	2	6	1	0	0	0	3	0	0
11476	14	5	7	0	1	3	6	0	0
11477	8	3	2	9	3	5	0	0	0
11478	5	6	1	0	11	0	0	0	0
11479	7	23	0	3	0	3	0	1	0
11480	10	0	1	1	1	0	0	0	4
11481	3	3	0	4	0	12	0	0	0
11482	8	3	5	0	0	2	2	0	0
11483	32	1	0	0	3	4	0	6	5
11484	9	6	5	2	0	7	0	0	0
11485	28	3	0	12	5	0	0	0	4
11486	30	4	0	2	0	4	0	6	0
11487	1	1	3	0	8	0	0	0	0
11488	11	2	17	3	0	0	2	0	0
11489	3	1	13	5	0	0	10	0	0
11490	5	11	0	0	0	1	0	2	0
11491	3	2	6	0	2	0	0	0	0
11492	17	6	4	0	0	0	2	0	1
11493	12	0	4	0	0	0	1	0	0
11494	5	2	18	0	0	0	1	0	0
11495	17	3	5	1	0	4	0	0	8
11496	5	9	2	0	8	0	0	0	0
11497	13	3	10	0	3	0	4	0	0
11498	8	4	1	1	5	0	0	7	0
11499	5	14	2	8	0	0	0	13	0
11500	23	1	7	3	0	6	0	0	0
11501	19	6	0	0	0	0	0	0	4
11502	7	7	0	0	3	1	0	1	0
11503	15	8	1	0	5	0	0	0	0
11504	6	0	0	9	3	4	0	0	0
11505	1	0	13	0	1	0	20	0	0
11506	9	4	1	4	0	0	0	2	0
11507	4	8	4	13	1	12	0	0	0
11508	12	7	2	0	0	1	4	0	1
11509	6	10	4	0	3	0	0	0	0
11510	8	5	4	0	0	0	0	0	0
11511	4	2	18	1	0	0	23	0	0
11512	5	11	1	0	0	0	0	3	0
11513	24	9	0	0	1	0	3	0	5
11514	4	5	3	3	2	0	0	0	0
11515	7	0	0	5	2	2	0	0	0
11516	29	0	1	3	1	0	0	0	3
11517	12	0	1	3	4	0	0	0	0
11518	1	1	0	10	0	12	0	0	0
11519	6	2	2	8	0	8	0	0	0
11520	23	0	1	31	2	40	0	0	0
11521	15	1	0	0	0	0	0	0	2
11522	12	0	1	1	0	0	0	0	6
11523	7	0	4	0	3	2	0	0	0
11524	8	12	0	0	0	0	3	9	0
11525	14	0	0	1	1	0	1	1	2
11526	23	2	2	0	0	0	0	0	7
11527	8	2	1	2	0	0	0	0	0
11528	7	8	3	5	0	4	0	0	0
11529	2	7	0	2	0	8	0	0	0
11530	9	5	4	0	0	0	0	0	0
11531	2	4	2	0	7	0	0	0	0
11532	7	6	0	5	2	3	0	0	0
11533	4	11	2	1	0	0	0	16	0
11534	7	7	1	0	0	0	0	7	0
11535	9	1	6	0	0	2	5	0	0
11536	14	2	6	0	1	1	0	0	0
11537	4	1	1	1	7	0	0	0	0
11538	10	1	9	0	0	0	3	0	0
11539	7	14	0	0	0	1	0	0	0
11540	10	17	0	11	0	0	0	4	0
11541	10	2	0	1	2	1	0	0	0
11542	17	9	2	5	3	0	0	0	0
11543	11	3	5	5	19	0	0	0	0
11544	44	2	2	0	1	4	0	0	20
11545	8	2	11	1	0	0	5	0	0
11546	3	6	6	0	1	0	5	0	0
11547	4	2	2	1	6	0	0	0	0
11548	3	7	0	0	0	0	0	7	0
11549	17	6	0	1	2	0	5	0	6
11550	30	1	0	0	4	0	0	10	1
11551	18	1	0	0	3	0	0	0	0
11552	11	20	0	15	0	0	0	3	0
11553	2	4	10	0	1	0	6	0	0
11554	7	8	5	0	10	0	0	0	0
11555	5	23	0	0	0	0	1	16	0
11556	12	2	6	0	0	0	0	0	0
11557	17	3	0	2	0	0	0	0	8
11558	13	1	1	0	10	0	0	0	0
11559	13	4	1	0	1	1	0	3	0
11560	7	7	5	4	8	0	0	0	0
11561	19	12	7	4	1	0	0	12	0
11562	18	3	4	0	3	0	4	0	0
11563	8	1	0	0	0	0	0	1	5
11564	11	10	2	0	4	0	3	0	0
11565	16	1	0	0	2	0	0	0	2
11566	20	0	0	0	0	2	2	1	1
11567	7	5	24	0	0	0	20	0	0
11568	10	3	0	1	3	0	0	1	0
11569	17	6	5	0	0	3	0	0	5
11570	7	8	0	4	0	0	0	0	0
11571	18	2	0	0	0	0	3	2	0
11572	12	4	0	0	0	0	1	2	0
11573	8	1	24	4	0	0	14	0	0
11574	10	7	0	2	0	0	0	0	0
11575	5	6	0	11	0	6	0	0	0
11576	4	10	0	6	0	5	0	0	0
11577	12	8	0	0	0	0	1	5	0
11578	8	4	0	4	4	3	0	0	0
11579	2	3	4	0	3	0	0	0	0
11580	1	17	0	0	0	2	0	0	0
11581	11	2	1	1	14	0	0	0	0
11582	7	3	5	0	6	0	7	0	0
11583	9	2	5	0	12	0	0	0	0
11584	6	6	4	7	0	6	0	0	0
11585	8	0	0	3	2	0	0	0	0
11586	8	11	2	2	1	1	0	3	0
11587	8	2	7	0	0	0	12	0	0
11588	12	0	0	2	0	0	0	0	6
11589	17	16	3	0	7	0	0	0	0
11590	12	4	3	0	0	0	0	0	2
11591	18	0	0	0	0	0	0	0	10
11592	41	1	2	2	4	0	0	0	18
11593	8	4	0	0	0	1	0	0	0
11594	6	13	9	0	5	0	0	10	0
11595	3	4	15	1	0	0	11	0	0
11596	24	0	6	0	2	7	9	0	0
11597	8	3	8	1	0	3	0	0	0
11598	13	1	3	8	5	0	0	0	3
11599	30	10	1	0	0	0	4	5	0
11600	9	8	0	3	0	0	0	0	0
11601	1	3	1	0	3	0	1	0	0
11602	12	0	0	0	0	0	0	2	0
11603	17	5	3	2	0	0	2	0	0
11604	7	3	13	1	0	0	9	0	0
11605	8	8	0	0	0	0	0	6	0
11606	5	16	6	0	5	0	0	0	0
11607	4	4	0	0	0	0	1	0	8
11608	5	7	0	0	2	0	0	3	0
11609	10	10	2	0	0	0	0	10	0
11610	9	10	6	0	16	0	0	0	0
11611	7	1	8	0	0	0	7	0	0
11612	4	1	1	2	15	0	0	0	0
11613	16	5	17	0	0	0	6	0	0
11614	20	12	9	4	0	0	15	0	0
11615	9	3	3	9	0	4	0	0	0
11616	6	4	0	13	0	7	0	0	0
11617	9	3	16	0	6	0	13	0	0
11618	6	3	0	8	0	3	0	0	0
11619	30	0	2	0	0	0	0	3	9
11620	8	2	3	2	0	1	0	0	8
11621	11	5	0	1	13	0	0	0	0
11622	8	0	1	3	0	4	0	0	0
11623	10	0	3	1	1	0	1	0	0
11624	31	0	6	0	0	4	0	0	6
11625	3	2	14	32	0	32	0	0	0
11626	21	6	3	0	0	11	1	0	0
11627	19	0	0	3	0	0	0	3	1
11628	4	14	3	0	0	0	0	9	0
11629	14	7	12	0	3	2	2	0	0
11630	5	1	2	0	0	0	0	1	0
11631	4	1	2	0	0	1	0	0	0
11632	8	4	0	0	0	0	1	0	0
11633	7	1	0	10	0	5	0	0	0
11634	16	4	1	0	6	0	0	0	0
11635	6	18	0	0	0	4	0	8	0
11636	8	2	2	8	0	1	0	0	0
11637	18	2	0	4	0	0	0	4	3
11638	10	17	0	2	0	1	0	3	0
11639	7	5	0	0	1	0	0	0	3
11640	9	2	6	0	0	0	5	0	0
11641	7	0	7	0	1	0	0	0	0
11642	12	0	0	0	1	1	0	3	0
11643	22	1	4	1	1	2	0	0	7
11644	11	14	5	0	3	0	0	8	0
11645	32	3	1	1	1	3	0	0	4
11646	7	13	1	1	0	0	0	10	0
11647	7	2	16	4	0	0	12	0	0
11648	8	11	0	0	3	3	0	7	0
11649	7	5	5	1	0	0	0	0	4
11650	13	0	0	4	0	2	0	0	0
11651	10	2	1	0	4	0	0	4	0
11652	7	0	3	1	1	0	4	0	0
11653	7	0	0	17	2	13	0	0	0
11654	32	2	4	0	0	3	0	0	11
11655	2	2	0	0	0	0	0	3	0
11656	4	0	3	2	0	0	2	0	0
11657	22	0	8	1	2	0	0	0	3
11658	12	3	0	19	0	6	0	0	0
11659	7	2	0	1	0	0	0	0	2
11660	5	11	17	0	4	0	15	0	0
11661	14	7	2	2	0	0	0	4	0
11662	9	7	0	10	0	4	0	0	0
11663	2	1	6	0	4	0	4	0	0
11664	9	0	3	0	0	0	0	0	0
11665	10	17	0	0	2	2	0	15	0
11666	32	2	1	8	0	0	0	0	17
11667	9	1	0	0	0	1	0	0	2
11668	12	0	4	0	0	6	0	0	4
11669	18	3	1	0	1	0	4	1	0
11670	9	2	0	1	19	0	0	0	0
11671	18	2	2	0	0	2	0	0	3
11672	14	2	8	3	0	6	0	0	0
11673	11	8	1	0	0	2	1	0	0
11674	29	5	0	2	0	0	0	11	0
11675	8	11	2	12	0	4	0	0	0
11676	3	7	1	0	0	0	0	6	0
11677	10	17	2	0	0	2	0	0	0
11678	14	0	0	0	0	0	0	0	6
11679	8	1	12	0	0	0	22	0	0
11680	22	8	0	5	7	0	0	0	2
11681	9	0	4	3	0	0	4	0	0
11682	9	6	1	0	0	0	4	6	0
11683	3	0	0	13	0	9	0	0	0
11684	11	5	0	0	0	0	1	1	0
11685	15	11	0	0	0	2	0	6	0
11686	3	12	0	0	0	0	0	12	0
11687	16	6	8	3	0	0	4	0	0
11688	7	22	0	3	0	5	0	6	0
11689	11	10	4	0	20	0	0	0	0
11690	4	8	0	0	29	0	0	0	0
11691	8	4	4	4	0	0	0	0	0
11692	11	25	0	0	0	3	0	14	0
11693	12	4	0	1	0	3	0	0	0
11694	5	9	13	0	0	0	3	0	0
11695	16	8	2	8	0	3	0	0	0
11696	4	3	2	2	0	0	1	7	0
11697	6	8	1	0	2	0	0	0	0
11698	3	1	0	1	0	0	0	0	0
11699	11	4	1	0	0	1	0	0	2
11700	8	6	4	19	0	12	0	0	0
11701	9	5	4	0	3	0	9	0	0
11702	4	4	0	0	0	0	0	6	0
11703	13	4	4	1	0	0	5	0	0
11704	7	3	0	1	0	0	9	0	0
11705	5	4	1	19	0	12	0	0	0
11706	11	2	15	2	0	0	18	0	0
11707	10	2	0	4	0	8	0	0	0
11708	17	7	0	5	0	0	0	11	0
11709	13	2	1	0	0	0	0	8	0
11710	9	3	1	1	0	0	0	0	0
11711	6	3	12	0	0	0	14	0	0
11712	7	11	0	0	0	1	0	4	0
11713	10	3	5	0	0	0	3	0	0
11714	6	4	2	0	2	0	3	0	0
11715	15	2	10	0	0	5	2	0	0
11716	12	9	6	0	1	0	7	0	0
11717	4	8	0	1	0	1	6	4	0
11718	13	9	8	0	4	0	0	0	0
11719	1	3	2	0	2	0	0	0	0
11720	12	1	16	4	0	0	5	0	0
11721	8	8	0	0	0	1	3	0	0
11722	5	3	1	0	1	0	3	0	0
11723	13	9	2	0	0	2	0	0	6
11724	12	0	9	2	2	0	9	0	0
11725	19	3	0	0	0	0	4	0	12
11726	5	16	0	0	0	7	0	0	0
11727	0	1	2	0	0	0	3	0	0
11728	9	3	0	4	0	0	0	0	0
11729	6	4	1	0	0	0	0	6	0
11730	18	0	0	4	10	0	0	0	0
11731	7	0	2	5	0	2	0	0	0
11732	8	4	6	19	0	19	0	0	0
11733	14	1	18	0	0	0	8	0	0
11734	16	12	3	1	0	0	0	3	0
11735	1	1	1	3	0	1	0	0	0
11736	5	0	2	0	0	0	0	0	0
11737	10	4	0	0	0	0	1	5	0
11738	4	9	10	0	7	0	8	0	0
11739	12	2	0	2	1	0	0	11	0
11740	17	17	7	0	0	0	11	0	0
11741	6	2	0	4	0	5	0	0	0
11742	14	0	1	0	2	0	0	0	5
11743	32	3	1	0	0	0	0	4	16
11744	42	3	1	3	0	0	0	2	23
11745	20	3	0	0	2	0	0	0	5
11746	18	0	3	2	0	4	0	0	12
11747	7	2	6	6	0	0	2	0	0
11748	11	5	13	7	0	0	1	0	0
11749	9	5	1	0	0	0	0	0	0
11750	10	2	14	2	0	0	8	0	0
11751	16	1	1	2	4	0	0	0	8
11752	27	0	1	0	3	0	0	4	7
11753	8	1	7	0	0	0	9	0	0
11754	10	1	2	3	0	5	5	0	0
11755	1	12	0	10	0	2	0	0	0
11756	4	5	0	15	0	12	0	0	0
11757	28	0	1	0	0	0	0	1	14
11758	14	17	1	3	0	0	0	10	0
11759	27	8	1	2	0	0	1	0	18
11760	8	1	25	6	0	0	13	0	0
11761	41	1	0	1	0	0	1	3	12
11762	8	1	8	2	0	0	2	0	0
11763	10	0	4	0	3	0	0	0	0
11764	7	3	1	6	0	8	0	0	0
11765	22	7	0	0	1	5	0	6	0
11766	3	3	2	0	0	0	0	0	0
11767	10	1	2	0	14	0	0	0	0
11768	12	13	2	0	2	0	6	6	0
11769	12	18	0	1	0	2	0	11	0
11770	9	5	2	9	1	0	0	0	2
11771	25	2	0	0	0	0	2	0	9
11772	12	8	0	3	2	0	0	0	1
11773	2	1	0	0	17	0	0	0	0
11774	3	1	0	0	0	0	0	0	1
11775	6	4	0	4	0	0	0	4	0
11776	16	0	0	0	0	0	0	0	2
11777	17	0	1	13	8	0	0	0	5
11778	8	11	0	0	1	0	2	7	0
11779	7	0	1	0	0	0	0	0	2
11780	7	2	4	1	0	0	4	0	0
11781	7	1	10	7	0	1	0	0	0
11782	8	0	4	0	0	1	0	0	1
11783	2	4	11	0	0	0	10	0	0
11784	8	3	14	1	3	0	11	0	0
11785	15	3	0	0	0	0	1	0	6
11786	9	2	7	0	0	0	0	0	0
11787	3	6	0	0	0	0	0	2	0
11788	18	12	0	0	3	1	0	19	0
11789	3	6	0	2	0	0	0	0	0
11790	4	22	0	0	0	4	0	3	0
11791	7	2	1	0	1	0	0	0	0
11792	4	6	0	7	1	4	0	0	0
11793	3	5	0	1	0	0	0	0	0
11794	17	5	3	0	8	0	0	0	0
11795	25	3	0	8	1	7	0	0	0
11796	12	4	0	0	0	1	0	0	3
11797	3	4	2	4	0	0	0	0	0
11798	6	4	0	0	0	0	1	0	0
11799	16	1	0	3	0	0	0	0	1
11800	4	3	10	0	3	0	5	0	0
11801	26	8	0	1	0	0	0	1	17
11802	3	2	5	0	0	0	4	0	0
11803	16	4	1	0	0	0	0	0	3
11804	6	12	5	0	32	0	0	0	0
11805	13	5	0	3	0	6	0	0	0
11806	6	7	9	0	1	0	3	0	0
11807	11	2	6	0	0	0	6	0	0
11808	4	1	0	9	0	4	0	0	0
11809	7	6	0	6	0	7	0	0	0
11810	16	13	7	2	7	0	0	3	0
11811	26	9	3	0	1	0	5	0	16
11812	18	8	0	7	0	10	0	0	0
11813	10	14	10	0	5	0	0	1	0
11814	4	5	0	0	0	0	0	0	0
11815	6	1	6	1	0	0	0	0	0
11816	8	1	1	4	2	1	0	0	0
11817	8	3	4	0	0	0	0	0	3
11818	20	9	20	9	0	3	3	0	0
11819	32	0	0	0	0	1	0	4	10
11820	8	16	3	0	0	2	0	4	0
11821	15	9	10	3	0	0	3	0	0
11822	5	0	19	0	0	4	11	0	0
11823	10	11	9	0	2	0	0	17	0
11824	7	2	2	6	0	3	0	0	0
11825	10	6	5	2	0	0	1	0	2
11826	8	9	1	0	4	0	0	1	0
11827	3	14	1	0	0	2	0	8	0
11828	3	1	4	0	0	5	0	0	0
11829	17	0	0	0	4	0	0	0	5
11830	14	2	2	2	5	0	0	0	0
11831	6	7	16	1	0	0	24	0	0
11832	3	4	0	0	0	2	0	1	0
11833	10	14	0	1	1	1	0	11	0
11834	9	0	3	4	0	8	0	0	0
11835	6	7	2	2	1	0	1	0	0
11836	29	7	0	0	0	1	5	0	9
11837	17	1	2	1	1	0	0	0	2
11838	14	6	8	0	0	0	7	0	0
11839	5	2	1	0	0	0	0	2	0
11840	4	2	10	3	0	0	9	0	0
11841	9	8	1	0	0	0	0	1	0
11842	11	10	0	2	0	0	0	4	0
11843	4	8	1	0	2	0	0	0	0
11844	3	2	1	2	0	0	0	0	4
11845	5	9	0	1	0	0	0	0	0
11846	17	10	1	0	1	2	2	0	4
11847	5	15	6	0	6	0	0	9	0
11848	15	2	0	0	0	0	2	0	1
11849	4	1	0	0	0	2	8	0	0
11850	7	7	1	2	17	0	0	0	0
11851	6	0	16	6	0	4	0	0	0
11852	20	9	9	1	0	0	8	0	0
11853	0	4	4	2	0	0	6	0	0
11854	5	3	3	0	0	0	0	2	0
11855	8	1	7	0	2	0	9	0	0
11856	16	8	0	0	4	0	4	0	0
11857	20	2	0	2	0	0	3	0	5
11858	3	1	13	5	0	0	12	0	0
11859	13	1	0	5	5	2	0	0	0
11860	29	14	1	1	0	4	0	4	0
11861	15	4	12	1	0	0	7	0	0
11862	6	7	0	2	0	0	0	0	0
11863	13	5	23	0	3	0	9	0	0
11864	4	2	0	2	0	2	0	0	0
11865	4	3	29	8	0	0	10	0	0
11866	9	1	0	14	7	3	0	0	0
11867	8	24	6	0	4	0	0	13	0
11868	17	0	0	2	0	0	0	1	2
11869	9	9	0	0	3	0	6	0	0
11870	16	0	3	11	4	0	0	0	0
11871	24	5	1	0	0	1	5	0	0
11872	6	1	7	2	0	3	0	0	0
11873	3	3	5	2	1	0	1	0	0
11874	12	2	3	5	0	3	0	0	0
11875	6	2	7	0	0	0	8	0	0
11876	9	6	0	0	5	0	0	0	3
11877	8	2	7	0	1	1	8	0	0
11878	8	9	7	0	0	0	0	2	0
11879	9	2	0	11	3	2	0	0	0
11880	6	2	1	0	0	0	0	0	3
11881	2	1	4	2	0	0	0	0	0
11882	5	14	0	1	0	0	1	13	0
11883	9	10	0	4	4	3	0	0	0
11884	9	5	2	1	0	0	0	5	0
11885	4	3	1	3	25	0	0	0	0
11886	8	0	0	6	1	0	0	0	0
11887	1	0	12	10	0	0	0	0	0
11888	7	5	0	14	0	17	0	0	0
11889	10	7	4	0	0	1	8	0	0
11890	2	20	2	0	0	2	0	8	0
11891	12	1	3	1	3	0	0	2	0
11892	6	0	0	0	0	2	0	0	0
11893	6	2	1	11	0	12	0	0	0
11894	8	12	0	2	0	5	0	0	0
11895	6	6	3	1	0	0	0	0	2
11896	7	1	1	0	0	0	1	0	0
11897	13	2	6	0	0	0	2	0	3
11898	10	0	9	4	0	0	0	0	0
11899	16	10	0	1	1	6	0	1	0
11900	3	9	12	0	8	0	5	0	0
11901	18	2	1	0	0	0	0	2	0
11902	11	3	2	0	2	0	0	0	10
11903	6	1	13	1	0	0	16	0	0
11904	14	9	0	1	0	0	1	0	2
11905	4	12	0	1	0	2	0	0	0
11906	7	15	0	22	0	4	0	0	0
11907	7	5	16	14	0	0	0	0	0
11908	15	17	7	1	14	0	0	0	0
11909	19	0	0	1	0	0	1	0	12
11910	11	14	8	0	0	0	1	0	0
11911	16	5	12	0	0	3	0	0	0
11912	3	6	0	1	0	0	0	0	0
11913	2	12	3	0	0	1	0	4	0
11914	18	10	0	0	3	0	0	0	0
11915	15	1	8	3	0	0	6	0	0
11916	14	4	14	0	1	0	12	0	0
11917	12	2	0	14	3	10	0	0	0
11918	11	1	2	0	1	0	0	0	0
11919	18	6	0	0	6	0	0	0	2
11920	10	3	5	0	2	0	0	0	0
11921	11	2	0	1	0	4	0	0	0
11922	16	7	3	3	13	0	0	0	0
11923	17	5	10	0	0	3	1	0	0
11924	3	4	12	0	0	0	6	0	0
11925	31	9	0	1	0	0	0	0	15
11926	13	2	2	5	0	11	0	0	0
11927	8	1	10	4	0	3	0	0	0
11928	23	0	2	7	9	0	0	0	0
11929	8	3	5	0	0	0	5	0	0
11930	4	1	15	8	0	5	0	0	0
11931	15	1	9	1	0	0	3	0	0
11932	13	3	0	0	0	0	0	0	0
11933	6	1	0	0	0	1	0	0	0
11934	9	7	0	1	0	0	2	6	0
11935	8	9	16	0	3	0	7	0	0
11936	11	7	0	0	0	0	1	10	0
11937	7	4	2	5	3	4	0	0	0
11938	4	4	4	6	0	6	0	0	0
11939	3	4	0	3	0	1	0	0	0
11940	3	3	5	5	3	0	0	0	0
11941	2	0	9	1	2	0	7	0	0
11942	12	3	1	2	2	0	0	0	4
11943	10	4	6	0	1	0	1	0	0
11944	12	24	0	30	0	0	0	0	0
11945	5	0	9	0	1	0	9	0	0
11946	13	3	0	22	0	20	0	0	0
11947	6	2	7	1	0	0	2	0	0
11948	11	7	0	0	1	0	1	0	4
11949	11	4	1	0	0	0	0	0	0
11950	14	9	2	1	2	0	0	5	0
11951	4	3	0	0	52	0	0	0	0
11952	5	13	5	0	3	0	0	1	0
11953	4	5	0	0	0	0	3	2	0
11954	5	3	0	1	1	5	0	0	0
11955	4	1	2	1	0	0	0	0	0
11956	4	9	1	0	7	0	0	2	0
11957	12	3	8	0	0	0	0	0	1
11958	6	4	3	0	13	0	0	0	0
11959	13	10	1	2	1	0	0	0	1
11960	11	3	14	0	0	2	1	0	0
11961	13	8	1	5	0	1	0	0	0
11962	11	6	0	3	0	8	0	0	0
11963	9	20	7	1	3	0	0	15	0
11964	6	2	0	5	1	2	0	0	0
11965	32	9	4	4	0	2	0	0	12
11966	5	6	2	0	2	0	0	0	0
11967	24	2	4	0	0	0	0	0	25
11968	14	2	6	0	0	4	0	2	0
11969	4	2	0	23	0	18	0	0	0
11970	6	1	7	0	0	2	8	0	0
11971	13	2	0	0	0	2	2	3	0
11972	4	1	2	0	13	0	0	0	0
11973	6	8	20	4	0	0	17	0	0
11974	12	6	0	9	3	11	0	0	0
11975	12	7	0	8	6	0	0	0	0
11976	6	6	4	0	0	0	7	0	0
11977	4	10	6	0	4	0	2	0	0
11978	4	6	5	1	0	4	0	0	0
11979	13	4	20	0	1	0	22	0	0
11980	3	2	14	0	0	0	10	0	0
11981	11	7	1	0	0	0	0	0	0
11982	9	2	10	2	0	0	6	0	0
11983	17	7	0	4	4	4	0	0	0
11984	12	0	0	5	3	4	0	0	0
11985	11	4	1	0	3	0	0	0	0
11986	10	0	2	2	7	0	0	0	0
11987	14	1	2	2	0	0	0	0	11
11988	2	4	11	0	30	0	0	0	0
11989	2	1	0	3	8	0	0	0	0
11990	4	3	6	6	0	10	0	0	0
11991	3	13	6	1	2	0	0	8	0
11992	7	0	0	0	0	0	0	3	0
11993	5	2	9	1	0	1	10	0	0
11994	7	1	1	6	0	0	0	0	0
11995	10	2	4	4	3	10	0	0	0
11996	13	20	0	0	0	5	0	3	0
11997	15	13	0	0	0	0	5	7	0
11998	20	1	0	2	0	0	0	0	21
11999	6	3	12	0	0	0	3	0	0
12000	8	0	0	0	0	0	0	0	0
12001	6	0	1	0	0	0	0	0	0
