	1	2	3	4	5	6	7	8	9
119	0	8	0	0	1	0	0	0	0
120	0	0	1	0	0	0	1	0	0
121	1	2	0	0	0	0	0	0	0
122	2	4	0	0	0	0	0	0	0
123	0	1	0	0	0	0	0	1	0
124	4	4	0	1	0	0	0	0	0
125	0	2	0	0	4	0	0	0	0
126	3	0	3	0	0	0	1	0	0
127	0	2	0	0	0	1	0	0	0
128	0	1	3	0	1	0	3	0	0
129	6	1	0	4	0	7	0	0	0
130	3	0	2	1	0	0	1	0	0
131	4	0	0	0	0	0	0	2	0
132	2	3	2	0	0	0	0	3	0
133	6	0	0	0	0	1	0	0	4
134	5	9	0	0	0	1	0	6	0
135	4	2	0	1	0	0	0	0	0
136	3	2	1	0	0	0	0	0	0
137	2	0	0	1	1	0	0	0	0
138	1	0	1	2	0	4	0	0	0
139	5	2	0	3	0	5	0	0	0
140	0	4	2	0	5	0	0	0	0
141	10	1	1	0	0	0	0	0	0
142	1	1	1	0	1	0	1	0	0
143	2	5	1	0	2	0	0	0	0
144	0	0	0	0	0	0	0	0	0
145	2	1	8	0	0	0	2	0	0
146	3	0	0	0	0	0	0	0	0
147	2	0	0	5	0	4	0	0	0
148	1	0	0	3	2	0	0	0	0
149	2	0	0	0	0	0	0	0	0
150	9	1	0	0	0	1	1	0	2
151	3	0	4	0	0	2	2	0	0
152	1	0	1	2	0	0	0	0	1
153	0	3	0	1	0	0	0	0	0
154	2	1	0	0	0	1	0	0	0
155	0	1	0	9	0	3	0	0	0
156	3	1	0	0	0	2	0	0	1
157	3	4	0	1	0	0	0	0	0
158	0	0	0	1	0	0	0	0	0
159	4	6	0	0	0	0	1	5	0
160	6	1	1	0	2	0	0	0	0
161	2	1	2	0	3	0	0	0	0
162	1	1	3	0	0	0	1	0	0
163	7	0	0	0	0	0	0	0	2
164	0	0	0	2	2	0	0	0	0
165	1	0	0	0	0	5	0	0	0
166	0	0	1	1	0	2	0	0	0
167	3	1	1	0	0	0	0	0	0
168	4	5	1	0	0	2	0	0	0
169	4	0	0	1	13	0	0	0	0
170	2	3	2	3	0	1	0	0	0
171	6	1	0	0	1	0	0	0	5
172	4	0	0	0	0	0	0	0	1
173	5	2	0	0	0	0	1	0	0
174	0	2	0	0	2	0	0	0	0
175	6	0	0	0	1	0	0	0	0
176	2	1	1	0	0	0	0	0	0
177	3	0	0	0	1	0	0	0	0
178	0	3	0	0	0	1	1	2	0
179	1	1	0	2	0	4	0	0	0
180	0	8	0	0	0	2	0	2	0
181	2	1	1	1	2	0	0	0	0
182	3	0	0	0	2	0	0	0	0
183	5	0	2	0	0	0	3	0	0
184	4	1	1	1	0	0	0	0	0
185	3	2	4	0	0	0	0	0	0
186	2	0	2	0	0	0	1	0	0
187	1	2	3	0	0	0	2	0	0
188	0	0	3	3	0	1	0	0	0
189	2	0	0	2	0	1	0	0	0
190	7	0	0	4	1	0	0	0	0
191	2	0	0	0	1	0	0	0	0
192	1	2	0	1	2	0	0	0	0
193	5	0	0	0	0	0	0	2	0
194	5	0	2	0	1	0	0	0	0
195	8	0	1	0	0	0	0	0	3
196	0	0	0	0	0	0	1	0	0
197	2	0	0	0	0	0	0	0	0
198	2	3	1	0	0	0	0	0	0
199	0	1	0	0	0	4	0	0	0
200	1	0	1	0	0	0	1	0	0
201	2	1	5	1	0	0	3	0	0
202	4	0	0	1	0	0	0	0	0
203	1	1	0	0	0	0	0	0	0
204	1	7	0	0	0	0	0	0	0
205	5	0	1	0	0	0	0	0	1
206	2	1	0	0	0	0	0	0	0
207	5	3	0	1	0	0	0	0	0
208	0	2	3	0	0	0	0	0	0
209	2	3	2	0	0	0	0	0	0
210	1	0	1	0	0	0	0	0	0
211	2	5	5	1	1	0	0	1	0
212	3	1	1	1	3	0	0	0	0
213	0	0	0	0	6	0	0	0	0
214	4	1	0	0	0	0	0	0	0
215	1	0	1	0	3	0	0	0	0
216	2	0	0	0	1	1	0	0	0
217	2	4	0	0	0	0	0	2	0
218	1	5	2	1	1	0	0	1	0
219	9	0	0	2	0	1	0	0	0
220	0	4	0	0	0	1	0	0	0
221	3	1	5	0	0	0	1	0	0
222	1	0	0	0	0	0	0	0	0
223	8	0	0	0	0	1	0	0	0
224	2	3	1	0	10	0	0	0	0
225	0	0	4	1	0	0	6	0	0
226	1	0	3	0	0	0	1	0	0
227	2	0	0	3	3	0	0	0	0
228	0	2	1	0	4	0	0	0	0
229	3	3	0	0	2	0	0	2	0
230	6	8	1	1	0	0	0	4	0
231	3	5	2	0	0	0	0	0	0
232	1	5	0	0	0	0	0	5	0
233	10	0	0	0	0	0	0	0	5
234	3	2	1	0	0	0	0	0	0
235	1	0	0	1	0	0	0	0	0
236	0	1	0	0	0	0	0	0	0
237	2	0	0	1	0	0	0	0	0
238	1	0	0	0	0	0	0	2	0
239	1	0	1	1	0	0	0	0	0
240	0	3	0	6	0	0	0	0	0
241	2	0	0	0	2	0	0	0	0
242	0	2	0	1	0	0	0	0	0
243	7	1	0	0	0	0	0	1	0
244	3	0	1	2	0	0	1	0	0
245	5	0	1	0	0	0	0	0	2
246	1	2	0	0	1	0	0	2	0
247	4	0	0	0	0	0	0	0	3
248	6	4	0	0	1	0	0	0	0
249	5	1	0	3	0	0	0	0	0
250	0	2	0	0	1	0	0	0	0
251	4	1	0	2	0	1	0	0	0
252	3	0	0	0	0	0	0	0	0
253	1	0	2	0	0	0	0	0	0
254	2	1	8	0	0	0	6	0	0
255	0	1	0	0	0	1	0	0	0
256	0	0	0	4	0	1	0	0	0
257	0	1	1	1	0	0	1	0	0
258	6	0	0	3	0	1	0	0	0
259	1	0	0	2	0	3	0	0	0
260	3	2	0	0	2	0	0	3	0
261	2	2	0	1	0	0	1	0	0
262	2	1	0	0	0	0	0	0	0
263	6	0	1	0	0	0	0	0	3
264	4	7	0	0	0	0	0	1	0
265	3	0	2	0	0	0	3	0	0
266	0	0	3	0	0	0	1	0	0
267	3	2	0	1	0	0	0	0	0
268	1	1	0	0	0	0	0	1	0
269	0	4	1	1	0	2	0	0	0
270	0	1	0	0	0	0	0	0	0
271	3	0	2	1	2	0	0	0	0
272	3	0	0	0	0	0	0	0	1
273	4	2	2	0	0	0	0	2	0
274	1	0	1	0	0	0	0	0	0
275	7	0	0	0	0	0	0	0	1
276	6	0	0	0	0	0	1	0	1
277	6	8	3	0	0	2	0	3	0
278	0	3	0	0	1	0	0	0	0
279	2	2	0	1	0	0	0	0	0
280	4	0	1	0	0	0	0	0	1
281	3	0	0	0	0	0	0	1	0
282	4	1	0	1	2	0	0	2	0
283	1	3	0	0	1	0	0	0	0
284	1	1	0	0	0	0	0	1	0
285	1	6	0	0	0	0	0	0	0
286	1	12	1	1	0	3	0	1	0
287	3	0	0	2	0	4	0	0	0
288	4	0	3	0	0	0	1	0	0
289	1	1	0	3	0	2	0	0	0
290	0	4	9	0	0	0	2	0	0
291	5	3	0	0	0	2	2	4	0
292	3	0	0	0	0	0	0	0	0
293	6	1	0	0	0	1	0	0	0
294	7	0	1	0	1	0	0	0	0
295	2	1	1	0	0	0	1	0	0
296	2	0	0	0	0	0	0	0	0
297	1	0	1	0	0	0	0	0	0
298	2	0	1	0	0	0	0	0	0
299	0	0	0	0	0	0	0	0	0
300	3	1	0	0	0	0	1	2	0
301	1	1	1	1	0	3	0	0	0
302	5	0	1	0	0	0	0	0	1
303	2	1	0	2	0	0	0	0	0
304	2	0	1	2	1	0	0	0	0
305	1	3	0	1	0	0	0	1	0
306	1	0	1	0	3	0	0	0	0
307	3	3	2	0	0	0	0	0	0
308	4	0	0	0	0	1	0	0	0
309	9	3	0	1	0	0	2	0	0
310	2	1	0	2	0	0	0	0	0
311	5	0	3	0	0	0	0	0	0
312	5	0	1	2	0	2	0	0	1
313	1	3	0	0	0	0	0	1	0
314	4	7	0	0	0	2	0	0	0
315	2	10	2	0	1	0	0	0	0
316	1	0	1	3	0	2	0	0	0
317	8	0	2	0	0	0	0	0	0
318	3	2	3	0	0	0	0	0	0
319	2	1	2	0	0	0	0	0	0
320	0	0	1	0	0	0	0	0	0
321	3	0	0	0	0	0	0	0	0
322	0	1	0	0	0	0	0	0	0
323	4	1	1	2	1	0	0	0	4
324	2	2	0	0	1	0	0	0	0
325	8	0	0	0	0	0	0	1	0
326	4	1	0	0	0	0	1	0	0
327	1	1	2	0	0	0	3	0	0
328	4	0	0	0	0	0	0	0	0
329	7	4	3	0	0	0	2	0	0
330	2	0	0	0	0	0	0	0	1
331	2	0	0	1	2	0	0	0	0
332	4	0	1	0	0	0	0	0	0
333	0	1	1	0	0	0	0	2	0
334	1	3	2	0	0	0	0	0	0
335	0	0	0	0	1	0	0	0	0
336	3	8	1	0	0	0	1	1	0
337	0	2	0	0	0	0	2	0	0
338	4	5	2	0	0	0	0	1	0
339	0	0	0	0	0	3	0	0	0
340	2	0	2	0	1	0	2	0	0
341	4	0	1	0	3	0	0	0	0
342	4	1	0	0	0	0	1	0	0
343	2	2	0	0	0	0	0	0	0
344	2	0	2	0	0	0	0	0	0
345	2	2	0	3	0	0	0	1	0
346	6	1	0	0	0	0	0	0	0
347	1	3	0	0	4	0	0	0	0
348	8	0	0	0	0	0	0	1	0
349	2	1	2	0	0	0	0	0	0
350	1	1	0	0	1	0	0	0	0
351	0	0	0	0	2	0	0	0	0
352	1	1	0	0	0	1	0	1	0
353	2	4	0	0	0	0	1	0	0
354	1	2	2	0	1	0	2	0	0
355	3	0	1	0	0	0	0	0	3
356	1	0	0	0	1	0	0	0	0
357	3	0	0	0	5	0	0	0	0
358	4	2	0	0	0	0	0	0	0
359	2	0	2	0	0	0	0	0	3
360	6	3	1	0	0	1	0	0	0
361	7	1	1	0	0	0	0	0	0
362	4	1	5	0	0	0	2	0	0
363	0	0	0	3	0	3	0	0	0
364	12	1	0	0	1	0	0	0	6
365	4	0	1	0	0	0	0	0	0
366	1	2	1	7	0	0	0	0	0
367	3	0	3	3	0	4	0	0	0
368	5	2	1	0	0	1	0	0	1
369	0	0	2	0	6	0	0	0	0
370	2	1	4	1	0	4	0	0	0
371	0	4	0	0	0	0	0	0	0
372	3	4	0	0	0	0	0	3	0
373	7	1	0	0	0	0	0	0	2
374	5	3	0	0	1	0	0	0	0
375	1	1	1	0	0	0	5	0	0
376	2	1	2	0	0	0	1	0	0
377	6	2	1	0	4	0	0	0	0
378	4	1	1	1	0	0	0	0	0
379	3	0	3	1	0	0	1	0	0
380	0	5	0	1	0	0	0	1	0
381	0	2	2	0	0	1	0	0	0
382	0	0	1	1	3	0	0	0	0
383	3	0	1	0	0	0	2	0	0
384	2	0	0	0	2	0	0	0	0
385	1	0	0	0	0	1	0	0	0
386	2	1	0	0	0	0	0	0	0
387	0	3	0	0	0	0	0	1	0
388	3	4	1	0	1	2	0	0	0
389	1	0	0	5	0	4	0	0	0
390	2	5	1	0	0	1	0	0	0
391	4	0	0	0	0	0	0	0	0
392	1	0	1	1	0	0	0	0	0
393	1	2	4	0	0	0	1	0	0
394	3	0	0	0	0	0	0	0	0
395	1	0	4	0	0	0	1	0	0
396	7	0	0	0	0	0	0	0	0
397	1	0	1	2	4	0	0	0	0
398	1	0	0	0	0	0	0	0	0
399	2	0	2	1	0	0	2	0	0
400	1	0	1	0	1	0	0	0	0
401	3	0	0	3	0	0	0	0	0
402	0	2	0	0	0	0	0	0	2
403	4	0	1	4	0	0	0	0	0
404	5	0	2	0	0	0	2	0	0
405	0	1	0	0	3	0	0	0	0
406	2	1	0	1	1	0	0	0	0
407	2	1	0	0	1	0	0	0	0
408	1	2	0	0	3	0	0	0	0
409	5	0	1	0	0	2	0	0	0
410	3	0	1	1	0	0	0	0	0
411	0	0	0	5	0	0	0	0	0
412	0	4	1	0	1	0	0	0	0
413	0	0	0	2	0	2	0	0	0
414	2	0	0	2	0	3	0	0	0
415	0	0	0	0	0	0	0	0	0
416	6	0	1	0	0	0	0	0	1
417	3	3	0	4	0	2	0	0	0
418	2	0	3	0	0	0	0	0	0
419	5	2	1	3	0	0	0	0	0
420	4	7	0	0	2	0	0	1	0
421	3	1	1	1	0	2	1	0	0
422	3	1	1	0	0	0	0	0	0
423	4	3	1	1	0	0	0	0	0
424	1	0	0	4	0	4	0	0	0
425	2	0	2	0	0	3	0	0	0
426	4	2	0	0	1	0	0	0	0
427	1	1	0	1	0	1	0	0	0
428	3	0	0	0	0	0	0	0	0
429	4	2	0	2	0	1	0	0	0
430	3	2	0	4	0	3	0	0	0
431	3	0	2	0	0	0	1	0	0
432	2	4	0	1	0	8	0	0	0
433	2	1	1	2	0	1	0	0	0
434	3	4	0	0	0	0	0	1	0
435	3	0	1	0	0	0	0	0	0
436	5	3	0	1	0	1	0	0	0
437	1	0	0	1	0	0	0	0	0
438	0	2	4	0	2	0	0	0	0
439	0	3	1	1	0	0	0	1	0
440	5	0	0	1	1	0	0	0	0
441	1	0	1	2	0	0	1	0	0
442	2	0	1	0	13	0	0	0	0
443	1	2	4	1	0	0	0	0	0
444	4	2	0	0	0	0	0	0	0
445	0	0	1	0	10	0	0	0	0
446	5	0	0	0	0	0	3	0	0
447	2	1	2	0	0	0	1	0	0
448	0	0	0	1	0	0	0	0	0
449	0	0	0	0	0	0	0	0	0
450	1	0	0	3	0	2	0	0	0
451	0	0	0	1	1	0	0	0	0
452	1	1	1	0	0	0	0	0	0
453	0	0	2	0	0	0	1	0	0
454	2	4	2	0	0	0	0	2	0
455	4	4	0	1	0	0	0	1	0
456	1	2	7	1	1	0	2	0	0
457	2	1	0	1	0	0	0	0	0
458	8	1	0	0	2	0	0	0	0
459	0	0	0	0	0	2	0	0	0
460	0	2	0	1	2	0	0	4	0
461	0	1	1	3	0	0	0	0	0
462	2	0	0	0	4	0	0	0	0
463	0	0	0	0	1	1	0	0	0
464	4	2	1	1	1	0	0	0	0
465	1	8	0	2	0	0	0	1	0
466	1	1	1	0	1	0	0	0	0
467	1	0	1	1	0	0	0	0	0
468	6	5	0	1	0	0	0	1	0
469	2	0	0	3	1	2	0	0	0
470	5	0	4	0	0	0	0	0	0
471	0	2	0	0	0	0	0	0	0
472	2	4	0	0	0	1	0	0	0
473	2	3	0	0	0	2	0	0	0
474	1	0	0	0	0	1	0	0	0
475	0	11	4	0	3	0	0	7	0
476	1	2	1	0	0	0	0	0	0
477	0	4	4	0	0	0	0	0	0
478	0	1	1	2	0	2	0	0	0
479	0	1	3	2	0	0	1	0	0
480	0	0	4	0	0	0	0	0	0
481	3	2	1	1	0	0	0	0	0
482	4	1	0	2	0	0	0	0	0
483	4	2	1	2	4	0	0	0	0
484	3	0	1	0	0	0	0	0	0
485	3	1	0	0	0	0	1	0	0
486	2	1	0	1	3	0	0	0	0
487	5	0	1	2	0	1	0	0	0
488	5	1	0	1	0	1	0	0	0
489	2	1	1	0	3	0	0	0	0
490	4	6	0	0	0	0	1	0	1
491	1	10	0	3	0	0	0	0	0
492	1	0	0	0	3	0	0	0	0
493	1	0	0	0	1	0	0	0	0
494	0	1	0	0	0	0	0	0	0
495	8	5	3	0	0	0	0	7	0
496	2	1	8	0	0	0	4	0	0
497	8	0	1	0	0	2	0	0	6
498	2	2	0	1	0	0	0	0	0
499	16	0	0	0	0	0	0	0	6
500	3	1	1	0	0	0	0	0	0
501	2	0	0	0	0	0	0	0	0
502	1	1	0	1	0	0	0	1	0
503	1	0	1	1	0	0	1	0	1
504	2	0	0	0	0	0	2	0	0
505	1	0	1	0	1	0	0	0	0
506	1	0	2	0	1	0	0	0	0
507	2	0	1	7	0	14	0	0	0
508	0	4	0	0	0	1	0	4	0
509	4	1	0	2	9	0	0	0	0
510	1	0	1	4	0	3	0	0	0
511	4	0	1	0	0	1	0	0	0
512	1	0	0	0	0	1	0	0	1
513	0	0	0	2	0	0	0	0	0
514	4	0	0	3	0	0	0	1	2
515	2	4	1	1	0	1	0	0	0
516	4	1	3	0	0	1	0	0	2
517	4	0	0	0	0	0	0	0	0
518	0	3	0	7	1	1	0	0	0
519	7	1	0	0	0	0	0	1	0
520	3	4	4	1	0	0	0	0	0
521	4	1	3	0	2	0	0	0	0
522	2	6	0	0	0	0	0	2	0
523	2	0	1	0	3	0	0	0	0
524	0	0	2	0	0	0	0	0	0
525	5	2	0	0	0	1	0	0	0
526	0	1	0	0	4	0	0	0	0
527	1	12	4	0	1	0	0	1	0
528	1	2	1	5	0	2	0	0	0
529	4	0	3	0	2	0	0	0	0
530	3	0	2	0	0	0	1	0	0
531	4	2	1	0	0	2	0	0	0
532	1	2	0	1	0	0	0	0	0
533	5	0	0	1	0	2	0	0	0
534	2	2	5	0	0	2	4	0	0
535	0	0	0	0	0	0	0	0	0
536	1	2	0	0	0	0	1	0	0
537	6	0	0	0	0	0	0	0	0
538	4	2	0	1	0	0	0	0	0
539	3	2	0	4	0	4	0	0	0
540	1	0	1	1	0	0	0	0	0
541	2	1	5	0	0	0	3	0	0
542	6	4	5	0	0	0	2	0	0
543	5	3	1	0	2	0	0	0	0
544	2	0	0	2	0	0	0	0	0
545	2	7	0	0	0	0	0	6	0
546	3	3	0	2	0	0	0	0	0
547	4	0	0	1	0	1	0	0	0
548	2	1	3	0	0	2	0	0	0
549	0	2	0	0	0	0	2	0	0
550	2	0	1	0	1	2	0	0	1
551	0	0	0	0	0	0	0	0	0
552	4	0	0	0	0	0	0	1	0
553	3	1	1	0	7	0	0	0	0
554	5	0	1	0	6	0	0	0	0
555	1	1	1	4	0	2	0	0	0
556	2	3	1	0	1	0	0	0	0
557	3	0	0	1	0	1	0	0	0
558	2	0	2	0	0	0	1	0	0
559	0	9	0	0	2	0	0	2	0
560	2	2	0	0	0	0	1	1	0
561	6	0	1	0	1	0	1	0	0
562	3	0	0	0	0	0	1	0	0
563	2	3	0	0	0	0	0	0	0
564	1	0	0	0	1	0	0	0	1
565	3	0	1	0	0	0	0	0	2
566	2	4	1	0	1	0	1	1	0
567	2	0	1	0	0	0	0	0	1
568	9	4	1	2	1	0	0	0	4
569	1	2	0	3	0	1	0	0	0
570	1	2	1	0	0	0	0	0	0
571	0	5	0	0	0	0	0	3	0
572	1	1	0	1	0	0	0	4	0
573	4	2	0	0	0	0	0	0	2
574	0	0	0	0	0	0	0	0	0
575	8	1	0	0	0	4	0	0	0
576	4	0	0	0	0	1	0	0	1
577	1	7	2	0	0	0	0	0	0
578	4	0	1	0	0	0	1	0	0
579	3	0	0	3	0	3	0	0	0
580	3	3	1	2	0	0	0	0	0
581	3	0	5	0	0	0	3	0	0
582	4	0	1	0	0	0	0	0	0
583	0	1	0	3	0	1	0	0	0
584	4	3	0	0	0	0	0	0	0
585	4	0	0	0	0	0	0	0	1
586	1	0	0	0	0	0	0	5	0
587	10	0	0	0	0	0	0	0	0
588	3	0	0	0	0	2	0	0	0
589	2	0	0	2	0	1	0	0	0
590	2	1	1	0	11	0	0	0	0
591	1	3	5	0	0	0	1	0	0
592	10	2	0	1	0	3	0	0	0
593	1	2	0	1	0	0	0	0	0
594	1	0	0	0	0	0	0	1	0
595	1	0	1	0	2	0	1	0	0
596	3	1	0	0	0	1	0	0	1
597	1	0	0	0	3	0	0	0	0
598	0	1	0	0	0	0	0	2	0
599	2	3	1	0	0	0	3	0	0
600	3	0	1	0	0	0	4	0	0
601	4	2	0	0	0	0	0	1	0
602	3	1	2	0	0	1	0	0	4
603	3	3	0	0	0	1	0	3	0
604	1	5	2	0	1	0	0	0	0
605	3	2	0	0	2	0	0	0	0
606	3	1	0	1	0	0	0	0	0
607	1	3	0	0	0	0	0	0	0
608	2	1	1	4	0	0	0	0	0
609	1	1	0	0	0	2	0	0	0
610	1	2	1	0	0	0	0	0	0
611	2	2	0	0	0	0	0	1	0
612	2	0	0	1	0	1	0	0	0
613	3	0	0	0	0	0	0	0	0
614	3	0	0	0	0	1	0	0	0
615	2	0	4	0	0	0	3	0	0
616	7	1	4	0	0	0	6	0	0
617	5	0	0	1	0	0	0	0	0
618	4	0	0	1	0	0	0	0	1
619	1	0	1	1	0	1	0	0	0
620	0	0	1	0	0	0	0	0	0
621	2	4	0	1	0	0	0	2	0
622	1	2	0	2	0	0	0	0	0
623	1	0	1	0	0	0	0	0	0
624	0	0	1	0	0	0	0	0	0
625	3	4	0	0	0	1	0	0	0
626	2	0	0	0	0	0	1	3	0
627	3	0	1	4	0	1	0	0	0
628	2	0	1	0	0	0	0	0	0
629	1	3	0	0	0	0	1	0	0
630	1	2	2	1	0	0	0	0	0
631	2	1	0	0	0	0	0	0	0
632	4	1	0	3	1	0	0	0	0
633	2	0	3	1	0	1	0	0	0
634	1	0	2	2	0	0	0	0	0
635	2	0	0	2	0	0	0	0	0
636	1	2	0	0	2	0	3	0	0
637	3	1	2	0	0	0	0	3	0
638	0	3	3	0	0	0	0	0	0
639	3	2	0	2	0	2	0	0	0
640	1	1	0	2	0	0	0	0	0
641	2	11	0	1	0	0	1	2	0
642	3	0	0	1	2	3	0	0	0
643	5	4	0	0	0	0	0	4	0
644	2	1	0	0	0	0	2	0	0
645	1	1	6	0	1	0	2	0	0
646	1	1	0	4	0	3	0	0	0
647	1	1	6	0	0	0	1	0	0
648	2	1	0	0	1	0	0	0	0
649	2	2	0	0	0	0	0	0	0
650	6	2	0	0	0	0	0	0	3
651	2	0	1	0	0	0	0	0	2
652	0	7	0	0	0	1	0	3	0
653	4	1	0	0	0	0	0	0	0
654	2	0	0	0	0	1	0	0	0
655	4	2	0	0	0	0	0	0	3
656	3	1	1	0	0	0	0	0	0
657	2	1	0	0	5	0	0	0	0
658	0	1	1	0	0	0	0	0	0
659	1	0	2	3	0	7	0	0	0
660	5	4	2	0	0	0	0	0	0
661	1	0	0	0	1	0	0	0	0
662	1	2	0	2	0	0	0	0	0
663	10	9	0	0	0	2	0	0	0
664	6	3	0	1	0	0	1	0	0
665	3	2	1	0	13	0	0	0	0
666	6	0	0	0	1	0	0	0	4
667	1	0	0	4	2	4	0	0	0
668	1	0	2	0	0	0	0	0	0
669	3	0	0	1	1	0	0	0	0
670	1	0	1	4	0	0	0	0	0
671	1	0	0	1	4	0	0	0	0
672	4	4	0	2	0	0	0	1	0
673	3	1	1	0	2	0	1	0	0
674	1	3	0	0	0	0	4	0	0
675	1	4	0	0	0	2	0	2	0
676	8	0	0	0	0	1	0	0	9
677	1	2	0	0	0	0	0	1	0
678	3	0	0	1	0	0	0	0	0
679	0	1	0	1	0	1	0	0	0
680	5	2	0	2	0	0	0	0	0
681	2	0	0	0	0	0	0	0	1
682	1	2	2	0	1	0	1	0	0
683	2	5	1	0	0	0	0	0	1
684	4	0	0	4	1	4	0	0	0
685	5	3	0	0	0	1	2	3	0
686	0	3	0	0	0	0	0	0	1
687	1	1	1	1	0	0	0	0	0
688	5	0	0	0	0	0	0	0	0
689	1	0	0	0	0	0	0	0	0
690	1	2	2	0	0	3	0	0	0
691	6	2	3	0	1	0	0	0	0
692	2	0	0	0	0	0	0	0	2
693	1	0	3	0	0	0	0	0	0
694	2	2	0	0	0	0	0	0	1
695	5	0	0	2	0	1	0	0	0
696	1	1	0	0	0	1	0	0	0
697	2	0	0	1	0	0	0	0	0
